Artist Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
3538,44.0,0.74,0.606,1.0,-6.821,0,0.039,0.0497,0.00392,0.186,0.493,95.024,157640.0,4,10
5921,25.0,0.833,0.727,2.0,-5.387,1,0.198,0.0485,0.00392,0.12,0.414,104.985,188047.0,4,5
905,58.0,0.542,0.626,6.0,-7.105,1,0.0242,0.0789,0.000508,0.277,0.813,89.734,305213.0,4,6
6691,24.0,0.39,0.407,9.0,-9.737,1,0.0284,0.00317,0.00632,0.129,0.681,95.75,247307.0,4,2
2582,10.0,0.499,0.905,11.0,-9.354,0,0.0585,0.000186,0.00392,0.072,0.418,110.019,244500.0,4,8
5715,42.0,0.53,0.99,6.0,-4.676,1,0.084,0.000968,0.0259,0.0626,0.582,148.524,221640.0,4,8
585,25.0,0.709,0.783,5.0,-7.073,0,0.0334,0.0533,0.00162,0.11,0.899,128.031,204406.0,4,6
2893,33.0,0.552,0.936,11.0,-2.93,1,0.28,0.314,0.0129,0.105,0.222,166.849,222573.0,4,6
6548,58.0,0.593,0.626,4.0,-11.287,1,0.0317,0.0931,0.166,0.218,0.753,150.483,366827.0,4,10
1951,29.0,0.577,0.853,8.0,-4.492,1,0.0317,0.000216,0.00392,0.189,0.805,125.64,183065.0,4,10
2579,78.0,0.443,0.459,6.0,-8.955,1,0.074,0.546,1.05e-06,0.307,0.565,87.064,3.30618333,5,9
5256,26.0,0.349,0.443,3.0,-15.045,1,0.0328,0.964,0.925,0.0872,0.657,135.03,426413.0,4,6
6952,68.0,0.417,0.63,9.0,-7.24,1,0.0898,0.0209,0.0134,0.0543,0.341,94.214,254533.0,4,1
5510,30.0,0.324,0.925,7.0,-3.213,1,0.206,0.0797,0.000546,0.0849,0.672,197.662,236427.0,4,10
3137,66.0,0.457,0.909,6.0,-9.451,1,0.0317,0.0016,0.000276,0.135,0.755,115.998,156667.0,4,1
4101,13.0,0.529,0.595,2.0,-13.696,1,0.0375,0.0227,0.0266,0.0326,0.767,134.642,187827.0,4,2
2777,55.0,0.427,0.262,7.0,-8.541,1,0.0276,0.746,0.00392,0.068,0.228,104.085,3.74778333,4,0
1770,21.0,0.458,0.456,3.0,-10.638,0,0.0389,0.271,0.929,0.0975,0.695,96.615,185639.0,4,6
4616,20.0,0.615,0.465,7.0,-13.834,0,0.0486,0.827,3.11e-06,0.134,0.54,118.178,3.37445,4,3
4548,53.0,0.636,0.743,10.0,-7.112,1,0.0354,0.000231,0.665,0.123,0.356,95.821,355933.0,4,8
7642,32.0,0.841,0.843,11.0,-8.777,0,0.374,0.0586,0.00392,0.102,0.652,89.996,202206.0,4,5
7204,72.0,0.747,0.573,11.0,-6.562,0,0.295,0.268,0.00392,0.302,0.551,90.036,142766.0,4,10
1629,28.0,0.388,0.831,4.0,-8.686,1,0.055,0.16,0.00392,0.156,0.8,173.636,191320.0,4,10
724,55.0,0.454,0.772,1.0,-7.181,1,0.342,0.319,9.95e-06,0.361,0.64,172.31,205640.0,4,5
1473,22.0,0.516,0.834,11.0,-5.704,0,0.0372,3.04e-05,0.0312,0.152,0.564,117.65,241800.0,4,10
3723,52.0,0.318,0.957,6.0,-4.825,0,0.0961,0.00096,0.00392,0.155,0.482,164.646,217364.0,4,8
490,36.0,0.507,0.365,2.0,-8.175,1,0.03,0.805,0.00392,0.0833,0.248,123.969,241063.0,4,9
7735,79.0,0.797,0.755,2.0,-5.393,1,0.0293,0.331,2.26e-06,0.124,0.411,129.955,135878.0,4,10
6973,28.0,0.614,0.766,7.0,-11.58,1,0.0326,0.588,0.0142,0.102,0.814,132.421,175853.0,4,2
4289,41.0,0.728,0.664,2.0,-5.543,1,0.0438,0.00973,0.000515,0.37,0.105,104.021,211749.0,4,1
7611,28.0,0.663,0.479,9.0,-13.153,0,0.0294,0.0643,0.00392,0.0409,0.969,130.017,233827.0,4,9
5076,34.0,0.446,0.989,7.0,-4.131,1,0.155,0.00125,9.2e-06,0.102,0.0437,105.955,197264.0,4,10
3912,73.0,0.887,0.606,2.0,-6.572,1,0.324,0.000407,0.00392,0.151,0.272,139.995,210699.0,4,5
6999,41.0,0.446,0.906,4.0,-13.128,1,0.0353,0.00231,0.889,0.151,0.899,154.177,190160.0,4,6
3232,29.0,0.831,0.276,6.0,-12.188,1,0.0721,0.324,0.257,0.112,0.0686,119.991,191964.0,4,6
6322,26.0,0.399,0.949,11.0,-2.948,1,0.0514,4.2e-05,0.00392,0.34,0.456,128.048,180351.0,4,10
6641,73.0,0.55,0.722,11.0,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,7.24533333,4,10
7827,27.0,0.732,0.397,5.0,-10.648,1,0.254,0.0609,3.45e-05,0.0737,0.512,73.888,159791.0,4,6
4255,40.0,0.359,0.504,8.0,-10.555,1,0.0349,0.272,1.52e-05,0.332,0.73,114.172,2.64955,4,4
607,32.0,0.507,0.797,8.0,-3.333,0,0.0315,0.165,0.00392,0.112,0.394,108.91,3.357783333,4,9
7141,51.0,0.446,0.933,9.0,-3.605,0,0.0537,2.55e-05,9.67e-05,0.085,0.753,159.961,173160.0,4,8
3717,44.0,0.618,0.966,7.0,-4.832,1,0.0679,0.000528,0.682,0.674,0.55,112.019,239681.0,4,8
4575,23.0,0.167,0.499,9.0,-8.553,0,0.0392,0.27,0.92,0.108,0.0394,111.945,428803.0,4,6
4696,27.0,0.715,0.522,8.0,-9.451,0,0.0945,0.708,0.00392,0.118,0.503,82.003,240026.0,4,9
1352,31.0,0.658,0.42,6.0,-13.075,1,0.0443,0.363,0.0135,0.128,0.457,140.85,373000.0,4,2
2728,55.0,0.514,0.866,6.0,-3.657,1,0.0449,0.0524,0.00392,0.17,0.45,159.973,177547.0,4,10
1150,43.0,0.493,0.338,9.0,-10.068,1,0.18,0.425,0.000275,0.0823,0.332,72.619,5.31755,4,0
5530,24.0,0.612,0.207,4.0,-17.136,1,0.0583,0.983,0.918,0.104,0.716,88.985,2.5936,4,7
3939,33.0,0.644,0.716,4.0,-10.005,0,0.0823,0.0597,1.45e-05,0.101,0.569,142.059,221213.0,4,2
5422,47.0,0.633,0.59,7.0,-5.626,1,0.304,0.0363,0.00392,0.16,0.32,85.015,208653.0,4,5
7791,68.0,0.552,0.333,6.0,-7.836,1,0.027,0.0868,0.00392,0.557,0.274,139.657,119371.0,4,5
1980,52.0,0.598,0.483,7.0,-7.474,1,0.0292,0.458,7.88e-06,0.36,0.452,130.663,2.860883333,4,4
2957,10.0,0.821,0.64,5.0,-8.357,1,0.288,0.0698,1.64e-06,0.12,0.357,150.091,188000.0,4,5
2642,50.0,0.615,0.376,9.0,-11.331,1,0.0347,0.763,0.00392,0.0524,0.725,76.711,194491.0,4,10
3434,48.0,0.471,0.811,4.0,-3.956,1,0.0389,0.000125,4.08e-05,0.117,0.37,141.967,182307.0,4,6
3170,32.0,0.497,0.5,7.0,-10.225,1,0.0543,0.315,2.56e-05,0.687,0.626,132.526,316800.0,4,10
511,35.0,0.336,0.739,6.0,-5.394,0,0.0481,0.0325,5.9e-05,0.137,0.578,169.932,203653.0,4,2
3065,32.0,0.805,0.876,9.0,-6.717,1,0.302,0.394,0.00392,0.762,0.801,135.011,232227.0,4,5
3157,30.0,0.538,0.899,9.0,-5.426,1,0.105,0.000942,0.00509,0.0385,0.267,159.941,154251.0,4,6
3840,46.0,0.8,0.627,7.0,-8.477,1,0.0585,0.101,0.00392,0.19,0.862,120.036,148250.0,4,10
1893,72.0,0.773,0.281,1.0,-9.781,1,0.11,0.24,0.00392,0.112,0.465,102.019,227706.0,4,5
1056,57.0,0.566,0.711,6.0,-6.536,1,0.0335,0.611,6.59e-06,0.417,0.961,159.629,1.83266667,4,10
3958,57.0,0.468,0.743,6.0,-10.846,1,0.0326,0.00819,7.88e-05,0.369,0.648,156.103,241800.0,4,10
5146,52.0,0.514,0.186,6.0,-18.769,1,0.0342,0.885,0.765,0.099,0.414,114.744,4.304216667,3,7
6861,46.0,0.69,0.43,6.0,-8.958,0,0.273,0.0613,0.0327,0.2,0.238,111.93,193175.0,4,6
3897,50.0,0.434,0.891,2.0,-3.238,0,0.0439,7.56e-06,0.00392,0.257,0.39,123.958,211192.0,4,10
6585,67.0,0.452,0.818,2.0,-8.124,1,0.0439,0.135,2.72e-05,0.052,0.755,124.474,229360.0,4,10
5497,14.0,0.328,0.0699,2.0,-19.37,1,0.0425,0.908,0.843,0.0897,0.106,91.372,238627.0,4,6
2085,73.0,0.869,0.68,1.0,-6.233,1,0.318,0.0416,1.12e-06,0.0914,0.815,85.519,268400.0,4,5
6409,39.0,0.111,0.994,11.0,-4.578,0,0.149,5.78e-06,0.091,0.0633,0.0358,155.106,333893.0,4,8
3206,63.0,0.735,0.71,11.0,-10.222,1,0.0766,0.00851,0.762,0.0684,0.507,123.962,229425.0,4,6
2193,33.0,0.461,0.597,6.0,-4.821,0,0.0312,0.124,0.00392,0.107,0.296,149.77,225133.0,4,9
3387,54.0,0.653,0.573,5.0,-10.629,0,0.0352,0.344,0.297,0.0783,0.711,96.01,288640.0,4,1
1900,41.0,0.56,0.946,7.0,-6.106,1,0.0816,0.00146,0.00392,0.312,0.334,114.989,198267.0,4,8
4097,17.0,0.698,0.747,5.0,-5.364,1,0.0539,0.624,0.0977,0.281,0.864,125.795,254240.0,4,2
2686,47.0,0.587,0.653,8.0,-9.73,0,0.0302,0.703,1.86e-05,0.064,0.576,135.866,371133.0,4,10
4546,40.0,0.545,0.783,6.0,-6.265,0,0.0567,0.0261,2.46e-05,0.143,0.402,82.437,254053.0,4,9
3486,63.0,0.511,0.912,1.0,-5.618,1,0.0594,0.0247,0.0553,0.0943,0.833,131.339,190867.0,4,8
7855,30.0,0.626,0.287,5.0,-19.453,0,0.415,0.898,0.00392,0.229,0.268,107.815,189239.0,4,6
2193,38.0,0.67,0.49,5.0,-4.718,0,0.0279,0.21,0.00392,0.347,0.248,120.079,236200.0,4,9
6620,51.0,0.478,0.808,7.0,-9.159,1,0.0459,0.0766,0.0011,0.209,0.29,102.109,286533.0,4,10
3374,59.0,0.818,0.639,6.0,-6.383,1,0.165,0.0172,0.00392,0.137,0.886,112.955,157133.0,4,9
6620,47.0,0.442,0.866,5.0,-9.245,1,0.0614,0.124,0.0103,0.159,0.151,93.012,308267.0,4,10
3856,74.0,0.603,0.864,4.0,-3.341,0,0.0668,0.055,0.00493,0.0986,0.616,160.488,184627.0,4,6
4208,41.0,0.304,0.218,10.0,-10.744,1,0.0334,0.46,0.00434,0.0828,0.0707,150.514,4.12215,3,0
1948,46.0,0.545,0.651,11.0,-5.966,0,0.044,0.000792,1.43e-05,0.484,0.502,99.926,176349.0,4,1
7183,63.0,0.65,0.836,6.0,-5.101,1,0.0334,0.00553,0.00101,0.192,0.656,119.933,162907.0,4,10
3293,30.0,0.512,0.765,6.0,-9.896,1,0.0432,0.3,0.0296,0.479,0.944,122.603,205133.0,4,2
439,57.0,0.59,0.521,1.0,-8.823,0,0.0335,0.404,0.000101,0.357,0.423,99.165,270067.0,4,9
664,37.0,0.531,0.976,7.0,-7.339,1,0.0448,0.000175,7.39e-05,0.392,0.527,115.029,244800.0,4,10
953,12.0,0.18,0.965,3.0,-6.382,0,0.153,4.87e-05,0.0209,0.0698,0.223,172.935,300600.0,4,8
4900,42.0,0.435,0.889,11.0,-6.462,0,0.0474,2.38e-05,0.000872,0.87,0.344,93.896,198345.0,4,8
4856,50.0,0.165,0.919,5.0,-5.321,1,0.143,0.00113,0.00392,0.395,0.306,83.382,257093.0,3,10
2766,45.0,0.645,0.575,2.0,-10.482,1,0.0455,0.232,3.26e-06,0.116,0.333,131.844,5.793333333,4,3
3158,44.0,0.5,0.199,8.0,-10.65,1,0.034,0.855,0.00392,0.113,0.419,143.432,3.12548333,4,0
4983,47.0,0.554,0.849,4.0,-4.479,0,0.0362,0.00399,0.000132,0.0842,0.842,115.996,192601.0,4,6
2347,68.0,0.639,0.715,6.0,-8.954,0,0.0392,0.0243,0.000552,0.619,0.813,128.072,238853.0,4,1
2955,47.0,0.529,0.431,6.0,-8.973,0,0.0339,0.742,0.00104,0.364,0.38,156.106,134875.0,4,9
7843,33.0,0.559,0.68,8.0,-7.339,0,0.0368,0.0345,0.000166,0.234,0.266,169.956,103105.0,4,10
5759,32.0,0.475,0.922,2.0,-3.579,0,0.0446,0.0092,0.00392,0.327,0.488,125.971,168812.0,4,10
4736,56.0,0.808,0.792,7.0,-4.436,1,0.113,0.0189,0.0115,0.0876,0.542,99.027,167876.0,4,9
7003,55.0,0.401,0.907,5.0,-4.956,1,0.102,4.1e-05,0.000468,0.151,0.415,162.542,264547.0,4,10
3871,48.0,0.413,0.965,8.0,-4.556,1,0.202,0.000317,0.00217,0.267,0.126,150.026,206000.0,4,8
6046,55.0,0.449,0.936,1.0,-5.447,1,0.0445,0.000595,0.00213,0.118,0.437,100.487,367280.0,4,10
2938,69.0,0.795,0.63,10.0,-7.217,0,0.0841,0.0419,0.575,0.0894,0.785,108.701,181107.0,4,10
2827,11.0,0.499,0.65,5.0,-8.688,1,0.0444,0.282,0.244,0.0731,0.246,66.116,240000.0,4,6
2396,45.0,0.442,0.92,7.0,-4.688,1,0.107,0.00196,3.64e-06,0.11,0.255,112.585,321413.0,4,10
5863,41.0,0.562,0.912,5.0,-3.838,0,0.061,0.0258,0.000368,0.317,0.717,94.989,248252.0,4,2
3257,76.0,0.613,0.953,2.0,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800.0,4,10
2042,38.0,0.161,0.121,7.0,-19.303,1,0.0365,0.988,0.862,0.112,0.135,136.837,2.29685,4,7
3020,38.0,0.824,0.846,1.0,-5.912,1,0.139,0.0123,0.604,0.153,0.887,130.003,305246.0,4,6
2359,45.0,0.229,0.915,10.0,-4.939,0,0.0762,0.0103,0.471,0.104,0.305,177.989,222760.0,3,10
7362,44.0,0.48,0.93,9.0,-4.501,1,0.112,0.0011,0.000502,0.239,0.543,143.011,196960.0,4,10
3146,37.0,0.452,0.329,6.0,-12.433,1,0.0508,0.861,3.78e-06,0.689,0.383,77.668,5.0159,4,9
1321,12.0,0.133,0.691,7.0,-7.003,1,0.0362,0.0149,0.753,0.143,0.184,171.764,228453.0,4,10
4950,47.0,0.817,0.753,8.0,-3.427,1,0.0497,0.0173,4.31e-06,0.049,0.604,97.998,182449.0,4,9
5850,31.0,0.279,0.607,2.0,-9.079,0,0.0366,0.131,0.33,0.0576,0.429,135.096,787547.0,4,10
2352,29.0,0.686,0.598,3.0,-10.062,0,0.0266,0.118,0.129,0.0705,0.869,110.961,222703.0,4,6
4142,44.0,0.46,0.984,5.0,-3.572,1,0.123,4.98e-05,0.857,0.0418,0.376,108.677,253824.0,3,8
3399,40.0,0.702,0.206,1.0,-10.468,1,0.0394,0.835,1.95e-05,0.0932,0.54,122.839,201302.0,4,10
6349,34.0,0.716,0.33,6.0,-13.283,1,0.046,0.193,2.94e-05,0.124,0.572,139.927,280840.0,4,1
55,51.0,0.428,0.447,6.0,-10.755,0,0.0377,0.706,0.00393,0.195,0.532,79.222,3.477483333,4,0
7107,58.0,0.524,0.797,2.0,-4.777,1,0.0329,0.209,0.00392,0.286,0.783,159.859,3.797333333,4,4
6736,44.0,0.441,0.976,8.0,-3.09,0,0.147,0.000335,0.0475,0.298,0.248,130.411,220413.0,4,1
1914,14.0,0.707,0.939,6.0,-2.193,0,0.0337,0.0707,2.12e-06,0.0868,0.934,121.957,175667.0,4,9
3483,43.0,0.723,0.465,9.0,-7.554,1,0.0382,0.764,1.34e-05,0.452,0.372,120.026,270720.0,4,10
863,35.0,0.577,0.614,3.0,-6.944,1,0.0393,0.517,0.00392,0.35,0.525,141.927,197165.0,4,10
63,60.0,0.608,0.741,6.0,-4.622,1,0.0721,0.0599,0.00392,0.449,0.509,75.03,141867.0,4,6
5652,48.0,0.827,0.847,2.0,-6.089,1,0.222,0.0478,0.00392,0.0691,0.769,91.278,261707.0,4,5
764,35.0,0.947,0.672,4.0,-13.819,0,0.349,0.0662,0.00392,0.0547,0.741,109.55,248267.0,4,5
5616,38.0,0.469,0.813,7.0,-8.547,1,0.0504,8.15e-05,0.774,0.198,0.558,135.019,220960.0,4,10
6846,45.0,0.606,0.704,6.0,-4.615,1,0.0519,0.0292,6.79e-06,0.105,0.686,106.96,195722.0,4,6
7898,20.0,0.434,0.893,4.0,-3.814,1,0.0471,0.131,0.00028,0.125,0.762,135.502,213200.0,4,10
2009,18.0,0.495,0.219,2.0,-16.671,0,0.0332,0.834,8.76e-05,0.154,0.554,116.639,199267.0,5,10
7583,48.0,0.76,0.647,11.0,-5.353,0,0.117,0.0982,8.78e-06,0.31,0.893,118.988,142209.0,4,9
7554,77.0,0.526,0.862,2.0,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,195200.0,4,10
6562,47.0,0.261,0.667,7.0,-8.211,1,0.0311,0.0812,0.806,0.099,0.188,145.276,235687.0,3,10
7497,48.0,0.614,0.869,9.0,-3.234,1,0.0379,0.203,0.00392,0.0903,0.506,82.021,3.2473,4,4
2539,59.0,0.656,0.326,2.0,-15.756,1,0.0283,0.111,0.00392,0.25,0.787,78.298,3.142216667,4,4
2714,73.0,0.861,0.644,5.0,-7.79,1,0.513,0.0953,0.00392,0.284,0.765,76.915,115392.0,4,9
48,44.0,0.681,0.499,7.0,-6.894,1,0.034,0.0589,6.39e-06,0.0743,0.841,123.458,177427.0,4,10
2764,32.0,0.573,0.435,7.0,-14.986,1,0.0314,0.678,0.00392,0.0465,0.745,127.239,3.557783333,4,3
7174,51.0,0.524,0.872,5.0,-6.77,1,0.0528,0.462,1.62e-05,0.124,0.215,108.126,243160.0,4,10
6685,49.0,0.503,0.727,6.0,-3.256,1,0.0257,0.0487,0.00392,0.128,0.717,160.043,197968.0,4,10
7442,51.0,0.598,0.791,4.0,-8.524,0,0.315,0.867,0.00392,0.127,0.508,78.666,146752.0,4,5
5400,60.0,0.42,0.965,6.0,-1.986,1,0.0403,0.0981,0.000335,0.0784,0.846,176.243,169920.0,4,10
5341,34.0,0.433,0.943,2.0,-4.483,1,0.0673,1.46e-05,0.0314,0.222,0.262,96.006,230613.0,4,8
6218,33.0,0.448,0.605,7.0,-9.105,1,0.054,0.084,0.00656,0.1,0.52,129.345,295213.0,4,2
6484,37.0,0.326,0.545,9.0,-8.82,1,0.032,0.724,0.735,0.15,0.902,173.29,330400.0,3,2
1088,67.0,0.795,0.361,3.0,-10.701,0,0.227,0.625,0.00477,0.114,0.346,88.036,187520.0,4,9
2201,45.0,0.898,0.604,1.0,-4.184,1,0.377,0.0413,8.91e-05,0.0876,0.492,135.144,176760.0,4,5
1136,27.0,0.456,0.367,6.0,-9.168,1,0.0405,0.792,4.95e-05,0.318,0.467,77.066,231815.0,4,10
2884,53.0,0.51,0.98,6.0,-3.341,1,0.105,0.000722,0.00392,0.339,0.4,147.991,173800.0,4,9
6349,41.0,0.674,0.313,5.0,-11.384,1,0.0425,0.289,0.0803,0.091,0.514,77.019,241773.0,4,2
6864,48.0,0.627,0.628,5.0,-5.111,1,0.0295,0.102,0.00392,0.121,0.296,132.021,196534.0,4,9
6176,71.0,0.543,0.912,7.0,-10.71,1,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731,256733.0,4,10
5788,28.0,0.722,0.896,7.0,-4.581,0,0.0365,0.144,3.49e-06,0.196,0.928,114.008,201227.0,4,9
6305,59.0,0.363,0.763,1.0,-2.237,0,0.042,0.53,0.00392,0.118,0.218,144.659,226759.0,4,10
5434,5.0,0.389,0.926,8.0,-3.696,1,0.0798,0.0131,0.855,0.345,0.419,117.857,285504.0,4,8
224,10.0,0.224,0.136,9.0,-21.091,1,0.0902,0.797,0.859,0.357,0.0323,67.115,679647.0,4,6
2564,27.0,0.321,0.132,8.0,-11.515,1,0.0418,0.753,0.0538,0.18,0.0355,103.709,359750.0,5,6
4812,34.0,0.42,0.521,7.0,-11.354,0,0.0327,0.497,0.00338,0.752,0.702,104.765,5.746,4,3
7202,45.0,0.208,0.878,1.0,-8.731,1,0.13,0.000378,0.012,0.0935,0.401,155.162,254040.0,4,10
4565,76.0,0.631,0.591,7.0,-5.785,1,0.0277,0.657,0.00392,0.11,0.489,97.074,3.424216667,4,4
3938,62.0,0.752,0.753,6.0,-7.721,0,0.357,0.114,0.00392,0.317,0.604,102.549,289867.0,4,5
7049,42.0,0.3,0.194,6.0,-19.867,1,0.038,0.949,0.95,0.139,0.0887,172.835,392792.0,4,1
4178,35.0,0.253,0.978,6.0,-8.088,1,0.105,0.0261,0.88,0.353,0.23,98.203,212560.0,5,10
6919,41.0,0.51,0.723,2.0,-6.72,1,0.0331,0.0367,7.88e-05,0.161,0.499,89.964,376619.0,4,10
2575,22.0,0.309,0.902,11.0,-6.707,0,0.0645,0.00327,0.219,0.214,0.479,177.235,198067.0,4,10
2729,33.0,0.532,0.47,1.0,-8.564,1,0.0718,0.775,9.8e-06,0.142,0.297,152.762,203200.0,4,6
4016,17.0,0.507,0.715,7.0,-5.93,0,0.0267,0.576,0.00416,0.155,0.793,76.01,220738.0,4,9
7594,11.0,0.284,0.157,4.0,-11.954,0,0.0401,0.838,7.22e-06,0.0865,0.139,73.575,255600.0,5,10
2106,39.0,0.427,0.0348,1.0,-27.214,1,0.0411,0.987,0.922,0.0821,0.0703,116.824,6.588,4,7
4263,20.0,0.65,0.533,6.0,-8.634,0,0.0425,0.00118,0.403,0.0348,0.643,142.208,256713.0,1,8
2759,57.0,0.557,0.833,10.0,-4.559,1,0.0663,0.00226,3.25e-06,0.161,0.815,125.205,253307.0,4,1
5966,44.0,0.568,0.276,10.0,-8.549,1,0.0304,0.896,0.00392,0.1,0.231,119.51,201062.0,4,6
767,37.0,0.58,0.843,4.0,-5.575,0,0.094,0.00321,0.112,0.222,0.666,138.034,231761.0,4,10
7440,44.0,0.499,0.506,6.0,-5.126,1,0.0274,0.501,0.00392,0.117,0.309,74.854,4.099783333,4,9
2751,37.0,0.774,0.11,6.0,-18.928,1,0.16,0.869,9.27e-05,0.104,0.383,111.887,182813.0,4,2
4863,38.0,0.677,0.772,10.0,-7.085,0,0.0359,0.418,0.816,0.0927,0.727,123.981,232360.0,4,6
6759,46.0,0.326,0.908,9.0,-2.696,1,0.0738,0.0118,0.00392,0.367,0.587,182.521,158547.0,4,1
1786,59.0,0.919,0.672,2.0,-5.245,1,0.446,0.456,0.00392,0.165,0.855,140.139,181759.0,4,5
6689,34.0,0.358,0.94,1.0,-3.946,1,0.202,0.000581,0.0172,0.367,0.126,178.09,283227.0,4,10
4436,36.0,0.833,0.458,6.0,-11.542,1,0.491,0.023,0.00392,0.332,0.626,170.047,115138.0,4,9
1725,10.0,0.578,0.896,2.0,-5.562,1,0.406,0.00276,1.26e-05,0.221,0.362,185.64,136704.0,4,5
3554,42.0,0.601,0.807,1.0,-6.487,1,0.0392,0.000209,0.808,0.225,0.412,130.019,298080.0,4,1
1523,50.0,0.485,0.707,6.0,-5.598,1,0.0765,0.339,0.00392,0.16,0.541,79.744,240728.0,4,1
6503,35.0,0.836,0.335,5.0,-9.608,1,0.0325,0.749,0.0831,0.0884,0.479,128.939,3.391783333,4,0
7752,85.0,0.663,0.434,8.0,-11.177,1,0.0648,0.828,0.00392,0.249,0.225,109.075,2.86238333,4,9
300,50.0,0.847,0.608,8.0,-4.925,1,0.0645,0.511,0.00392,0.0862,0.707,104.993,221235.0,4,9
7164,21.0,0.754,0.398,8.0,-12.924,1,0.0511,0.146,0.888,0.0688,0.953,177.993,169028.0,4,6
3504,41.0,0.367,0.938,7.0,-4.643,1,0.0464,0.0052,5.18e-06,0.428,0.556,177.916,214880.0,4,10
1735,40.0,0.638,0.957,6.0,-2.349,0,0.0574,0.0501,0.0104,0.355,0.527,130.013,221933.0,4,2
6957,2.0,0.398,0.838,4.0,-6.679,1,0.102,0.00127,0.00392,0.576,0.747,116.913,191293.0,4,1
3556,25.0,0.742,0.837,6.0,-13.817,0,0.0748,0.109,0.575,0.935,0.624,109.067,4.83745,4,3
553,33.0,0.575,0.523,7.0,-7.078,1,0.0259,0.372,0.000525,0.098,0.312,97.934,248235.0,3,9
2404,36.0,0.658,0.71,9.0,-11.493,1,0.065,0.118,0.862,0.0582,0.899,122.666,152267.0,4,2
3938,75.0,0.603,0.933,1.0,-3.358,1,0.171,0.00591,0.00392,0.206,0.709,96.306,213760.0,4,10
5659,52.0,0.344,0.79,2.0,-7.456,1,0.0983,0.0823,0.0017,0.187,0.202,133.186,1233667.0,4,10
3039,54.0,0.528,0.926,6.0,-4.49,0,0.0971,0.000253,0.00392,0.147,0.389,129.976,221986.0,4,10
3315,44.0,0.792,0.605,7.0,-8.008,1,0.0462,0.546,0.00392,0.0439,0.899,128.789,2.71845,4,4
987,29.0,0.516,0.948,2.0,-3.994,1,0.0644,0.0279,0.0564,0.15,0.957,170.087,130329.0,4,1
7275,70.0,0.551,0.819,2.0,-4.489,1,0.0525,0.0103,0.0437,0.153,0.846,174.917,137760.0,4,1
6227,28.0,0.628,0.722,6.0,-4.396,1,0.0269,0.0357,0.249,0.307,0.721,118.808,246907.0,4,1
4140,42.0,0.893,0.606,11.0,-4.797,0,0.379,0.0374,0.00392,0.0886,0.56,145.142,145657.0,4,5
2706,54.0,0.583,0.889,7.0,-4.112,1,0.035,0.00235,0.00392,0.642,0.301,110.023,274165.0,4,10
967,36.0,0.624,0.613,4.0,-6.709,1,0.0262,0.409,0.00364,0.386,0.808,76.002,192625.0,4,10
1015,54.0,0.583,0.931,11.0,-4.975,0,0.125,0.0174,3.6e-06,0.405,0.319,127.034,190360.0,4,10
1340,51.0,0.57,0.648,1.0,-7.369,1,0.027,0.0506,8.12e-05,0.0835,0.483,180.107,193039.0,4,10
7812,54.0,0.271,0.31,6.0,-7.967,1,0.0309,0.725,1.99e-06,0.119,0.16,169.614,214733.0,3,6
1652,47.0,0.72,0.747,7.0,-4.413,1,0.0313,0.204,2.55e-05,0.139,0.919,145.047,182690.0,4,10
6620,69.0,0.55,0.765,7.0,-8.684,1,0.0287,4.76e-06,0.873,0.132,0.419,139.46,252533.0,4,10
5725,25.0,0.468,0.166,4.0,-15.521,1,0.0493,0.976,0.926,0.108,0.224,129.935,2.899283333,3,7
4185,34.0,0.747,0.567,4.0,-8.188,0,0.0436,0.545,0.00392,0.163,0.453,107.021,3.95175,4,0
2207,34.0,0.379,0.966,9.0,-2.59,0,0.169,7.67e-05,0.565,0.357,0.478,166.153,199863.0,4,10
4781,32.0,0.486,0.945,2.0,-2.673,1,0.0356,0.245,8.78e-05,0.373,0.957,131.645,272933.0,4,2
6214,49.0,0.64,0.947,10.0,-7.267,0,0.0951,0.000699,0.327,0.375,0.204,126.989,215280.0,4,8
331,59.0,0.697,0.494,7.0,-5.206,1,0.0317,0.274,5.14e-06,0.0936,0.357,90.842,161071.0,4,9
404,41.0,0.733,0.762,3.0,-6.516,0,0.068,0.000433,0.901,0.384,0.749,130.005,288000.0,4,6
3877,49.0,0.607,0.428,6.0,-7.827,1,0.189,0.159,4.25e-05,0.101,0.504,77.146,317027.0,4,10
7078,36.0,0.406,0.609,6.0,-7.232,1,0.0451,0.332,0.000933,0.126,0.528,169.748,266013.0,4,1
5471,48.0,0.582,0.783,6.0,-3.424,0,0.177,0.0867,0.00392,0.0557,0.442,79.898,242160.0,4,5
4557,34.0,0.458,0.966,7.0,-6.52,1,0.0622,0.0112,1.66e-06,0.348,0.609,74.995,231613.0,4,8
1573,66.0,0.281,0.58,9.0,-5.967,1,0.0323,0.333,0.00392,0.122,0.282,151.568,4.232216667,3,4
2059,41.0,0.623,0.623,11.0,-8.403,0,0.0392,0.848,0.00114,0.0572,0.604,89.031,200240.0,3,2
